hhid,adm1,adm2,res,pc_expenditure,sep_quintile,res_quintile,year,month,survey_wgt,afe,ea
26_16,Dakar,Dakar,Urban,5676232.5,4,4,2022,8,489.9970982735,4.157095416848538,26
26_14,Dakar,Dakar,Urban,2793323.5,2,1,2022,6,489.9970982735,2.3565716281099958,26
26_2,Dakar,Dakar,Urban,1323117.875,1,1,2022,6,437.296036587197,0.8896104757747708,26
26_18,Dakar,Dakar,Urban,2562086.5,2,1,2022,8,489.9970982735,4.146199563509384,26
26_7,Dakar,Dakar,Urban,2567684.25,2,1,2022,6,437.296036587197,1.2435848101265823,26
26_17,Dakar,Dakar,Urban,3737507.25,3,2,2022,7,489.9970982735,4.124358620689655,26
26_6,Dakar,Dakar,Urban,6589290.5,5,4,2022,6,437.296036587197,1.5713019642077697,26
26_13,Dakar,Dakar,Urban,14267991,5,5,2022,6,489.9970982735,9.734485901353121,26
26_5,Dakar,Dakar,Urban,3652791.25,3,2,2022,7,437.296036587197,5.4883917939764295,26
26_15,Dakar,Dakar,Urban,9023169,5,5,2022,7,489.9970982735,8.812616324749019,26
26_4,Dakar,Dakar,Urban,3438612.5,3,2,2022,6,437.296036587197,1.9258786556089045,26
26_1,Dakar,Dakar,Urban,9481198,5,5,2022,6,437.296036587197,6.485999476211262,26
27_12,Dakar,Dakar,Urban,4986699,4,3,2021,11,356.408566904299,4.818791444783938,27
27_10,Dakar,Dakar,Urban,6306865.5,4,4,2021,11,356.408566904299,5.353428197293758,27
27_14,Dakar,Dakar,Urban,2938528.75,2,2,2021,11,356.408566904299,3.769817197730249,27
27_5,Dakar,Dakar,Urban,1693020,1,1,2021,11,356.408566904299,3.4102795285901353,27
27_11,Dakar,Dakar,Urban,4475862,3,3,2021,11,356.408566904299,2.454321780881711,27
27_13,Dakar,Dakar,Urban,4499393.5,3,3,2021,11,356.408566904299,4.0462268005237885,27
27_6,Dakar,Dakar,Urban,1418322,1,1,2021,11,460.121481355334,0.8896104757747708,27
27_3,Dakar,Dakar,Urban,2633325,2,1,2021,11,460.121481355334,6.291880576167612,27
27_7,Dakar,Dakar,Urban,5277591.5,4,3,2021,11,356.408566904299,5.447622173723265,27
27_8,Dakar,Dakar,Urban,986899.625,1,1,2021,11,356.408566904299,1.2435848101265823,27
27_2,Dakar,Dakar,Urban,1421023.625,1,1,2021,11,460.121481355334,1.2435848101265823,27
27_4,Dakar,Dakar,Urban,3670162.25,3,2,2021,11,460.121481355334,3.8911821911828897,27
28_4,Dakar,Dakar,Urban,4041049,3,3,2022,8,591.870413558406,3.3499369707551288,28
28_8,Dakar,Dakar,Urban,5667566.5,4,4,2022,8,591.870413558406,3.487906067219555,28
28_3,Dakar,Dakar,Urban,7164976,5,4,2022,7,591.870413558406,1.9258786556089045,28
28_1,Dakar,Dakar,Urban,6820419.5,5,4,2022,7,591.870413558406,1.2435848101265823,28
28_10,Dakar,Dakar,Urban,8036411.5,5,5,2022,8,591.870413558406,7.890410126582278,28
28_9,Dakar,Dakar,Urban,6047447,4,4,2022,7,591.870413558406,3.27649236141423,28
28_5,Dakar,Dakar,Urban,3400105,3,2,2022,7,2100.27326301224,1.2435848101265823,28
28_2,Dakar,Dakar,Urban,8623002,5,5,2022,8,591.870413558406,8.357591619380184,28
28_11,Dakar,Dakar,Urban,6402044,5,4,2022,8,591.870413558406,7.066176167612396,28
28_7,Dakar,Dakar,Urban,1713902.375,1,1,2022,7,591.870413558406,1.2435848101265823,28
28_6,Dakar,Dakar,Urban,14234250,5,5,2022,8,591.870413558406,8.778361938018334,28
28_12,Dakar,Dakar,Urban,10886883,5,5,2022,7,591.870413558406,3.017105194238324,28
29_13,Dakar,Dakar,Urban,13092838,5,5,2022,1,330.497697714928,7.7405468354430385,29
29_14,Dakar,Dakar,Urban,11069449,5,5,2022,1,330.497697714928,8.239237363596683,29
29_19,Dakar,Dakar,Urban,3859185,3,2,2021,11,330.497697714928,4.7027086861632474,29
29_5,Dakar,Dakar,Urban,14039237,5,5,2021,11,504.84357226243,9.578463203841117,29
29_16,Dakar,Dakar,Urban,10635147,5,5,2022,1,330.497697714928,4.901176778699258,29
29_12,Dakar,Dakar,Urban,10156996,5,5,2021,11,504.84357226243,8.407158096900917,29
29_15,Dakar,Dakar,Urban,8931884,5,5,2022,1,330.497697714928,2.173238934962898,29
29_3,Dakar,Dakar,Urban,3324509.75,3,2,2021,11,330.497697714928,1.2435848101265823,29
29_17,Dakar,Dakar,Urban,11733382,5,5,2021,11,330.497697714928,6.237319249236141,29
29_18,Dakar,Dakar,Urban,4303049,3,3,2021,11,330.497697714928,4.932215451767787,29
29_11,Dakar,Dakar,Urban,11687493,5,5,2022,1,504.84357226243,2.5621587079877783,29
30_15,Dakar,Dakar,Urban,5406231,4,4,2022,7,580.636616926659,6.84366128328241,30
30_16,Dakar,Dakar,Urban,5496357.5,4,4,2022,7,580.636616926659,1.7792209515495416,30
30_3,Dakar,Dakar,Urban,10884462,5,5,2022,8,512.804375092986,1.9258786556089045,30
30_4,Dakar,Dakar,Urban,25635970,5,5,2022,5,512.804375092986,12.40643526844173,30
30_9,Dakar,Dakar,Urban,5016145.5,4,3,2022,5,512.804375092986,2.173238934962898,30
30_1,Dakar,Dakar,Urban,13096926,5,5,2022,8,580.636616926659,7.0403303360977745,30
30_7,Dakar,Dakar,Urban,5776409.5,4,4,2022,7,512.804375092986,7.032168659973811,30
30_2,Dakar,Dakar,Urban,10879638,5,5,2022,5,512.804375092986,3.9518763858577044,30
30_12,Dakar,Dakar,Urban,7081879,5,4,2022,5,512.804375092986,4.248340811872545,30
30_17,Dakar,Dakar,Urban,5262217,4,3,2022,7,580.636616926659,2.2365367088607595,30
30_13,Dakar,Dakar,Urban,7291769.5,5,4,2022,8,580.636616926659,5.327587254474029,30
30_14,Dakar,Dakar,Urban,4408671,3,3,2022,6,580.636616926659,1.2435848101265823,30
31_9,Dakar,Dakar,Urban,2074581,1,1,2022,1,695.477220918297,1.2435848101265823,31
31_15,Dakar,Dakar,Urban,2934430,2,2,2022,1,879.716831546368,2.7348979484941074,31
31_8,Dakar,Dakar,Urban,2811062,2,1,2022,1,695.477220918297,0.9929518987341772,31
31_13,Dakar,Dakar,Urban,5969789.5,4,4,2022,1,879.716831546368,6.76512684417285,31
31_3,Dakar,Dakar,Urban,4744586,4,3,2022,1,879.716831546368,7.542777127891751,31
31_14,Dakar,Dakar,Urban,12407281,5,5,2022,1,879.716831546368,7.2885988651244,31
31_2,Dakar,Dakar,Urban,1854195.5,1,1,2021,12,879.716831546368,0.8896104757747708,31
31_6,Dakar,Dakar,Urban,4425194,3,3,2022,1,695.477220918297,1.0362681798341336,31
31_4,Dakar,Dakar,Urban,4365781,3,3,2022,1,695.477220918297,2.243496813618507,31
31_5,Dakar,Dakar,Urban,2551977.25,2,1,2022,1,879.716831546368,2.0292200785683105,31
31_11,Dakar,Dakar,Urban,9506484,5,5,2022,1,695.477220918297,9.585747010039285,31
31_1,Dakar,Dakar,Urban,8051331,5,5,2022,1,695.477220918297,6.046617896115234,31
32_13,Dakar,Dakar,Urban,4046250,3,3,2022,7,1254.85225565518,4.506701353120908,32
32_6,Dakar,Dakar,Urban,8911316,5,5,2022,4,512.54865631494,11.360875425578351,32
32_7,Dakar,Dakar,Urban,4222949,3,3,2022,5,512.54865631494,4.960603055434309,32
32_4,Dakar,Dakar,Urban,8309592,5,5,2022,5,1254.85225565518,6.335878830205151,32
32_5,Dakar,Dakar,Urban,6031198.5,4,4,2022,5,512.54865631494,5.6443872544740294,32
32_3,Dakar,Dakar,Urban,4865003,4,3,2022,4,512.54865631494,5.4115924923614145,32
32_11,Dakar,Dakar,Urban,4967758.5,4,3,2022,5,512.54865631494,3.6005056307289394,32
32_8,Dakar,Dakar,Urban,4591564.5,4,3,2022,6,512.54865631494,2.882474378000873,32
32_10,Dakar,Dakar,Urban,8466022,5,5,2022,5,512.54865631494,7.856813618507202,32
32_9,Dakar,Dakar,Urban,6581493.5,5,4,2022,5,512.54865631494,9.004970405936273,32
32_2,Dakar,Dakar,Urban,10049038,5,5,2022,5,512.54865631494,4.1624153644696635,32
32_12,Dakar,Dakar,Urban,4792049.5,4,3,2022,5,512.54865631494,3.0291320820602357,32
33_13,Dakar,Dakar,Urban,2637428.5,2,1,2022,1,776.348578582848,2.0841784373635965,33
33_10,Dakar,Dakar,Urban,10617105,5,5,2022,1,454.661442400642,9.867407769532955,33
33_2,Dakar,Dakar,Urban,8792283,5,5,2022,1,454.661442400642,5.499304059362724,33
33_4,Dakar,Dakar,Urban,10295950,5,5,2022,1,454.661442400642,9.591879528590136,33
33_9,Dakar,Dakar,Urban,7591177,5,5,2022,1,454.661442400642,7.7598435617634225,33
33_6,Dakar,Dakar,Urban,12133056,5,5,2022,1,454.661442400642,12.723178699257966,33
33_5,Dakar,Dakar,Urban,4485573.5,3,3,2022,1,454.661442400642,6.502819030990834,33
33_11,Dakar,Dakar,Urban,3317986.75,2,2,2022,1,454.661442400642,5.68073190746399,33
33_3,Dakar,Dakar,Urban,3852934.25,3,2,2022,1,776.348578582848,3.109517939764295,33
33_7,Dakar,Dakar,Urban,13784839,5,5,2022,1,454.661442400642,18.386772937581842,33
33_1,Dakar,Dakar,Urban,4044349.75,3,3,2022,1,776.348578582848,4.648147359231777,33
33_14,Dakar,Dakar,Urban,2436265.25,2,1,2022,1,776.348578582848,2.0077925796595375,33
34_4,Dakar,Dakar,Urban,3023606.5,2,2,2022,5,557.447019354399,3.2586866870362288,34
34_6,Dakar,Dakar,Urban,4151496.25,3,3,2022,5,557.447019354399,2.7791329550414665,34
34_7,Dakar,Dakar,Urban,1393145.625,1,1,2022,5,557.447019354399,0.9929518987341772,34
34_1,Dakar,Dakar,Urban,15494911,5,5,2022,5,557.447019354399,16.529573810563072,34
34_8,Dakar,Dakar,Urban,5912940,4,4,2022,6,557.447019354399,7.713706154517678,34
34_2,Dakar,Dakar,Urban,11345837,5,5,2022,7,557.447019354399,10.120549279790485,34
34_11,Dakar,Dakar,Urban,7232841,5,4,2022,5,557.447019354399,5.196464775207334,34
34_5,Dakar,Dakar,Urban,5127186,4,3,2022,5,557.447019354399,4.189832213007421,34
34_3,Dakar,Dakar,Urban,11008277,5,5,2022,5,557.447019354399,8.852292274116106,34
34_13,Dakar,Dakar,Urban,2399536.75,2,1,2022,7,1256.50155325718,2.133195285901353,34
34_14,Dakar,Dakar,Urban,7833574.5,5,5,2022,7,1256.50155325718,9.461628982976865,34
34_12,Dakar,Dakar,Urban,4118030.5,3,3,2022,5,557.447019354399,10.01182121344391,34
35_15,Dakar,Dakar,Urban,2814912,2,2,2022,1,858.203172367302,2.734548756001746,35
35_2,Dakar,Dakar,Urban,9431517,5,5,2022,1,657.966870501397,5.360670798777827,35
35_6,Dakar,Dakar,Urban,1931677.25,1,1,2022,1,858.203172367302,3.161000087298123,35
35_9,Dakar,Dakar,Urban,2743924.75,2,1,2022,1,657.966870501397,3.5041243125272805,35
35_12,Dakar,Dakar,Urban,4239112,3,3,2022,1,657.966870501397,10.023877782627673,35
35_13,Dakar,Dakar,Urban,4986363,4,3,2022,1,858.203172367302,8.70349122653863,35
35_5,Dakar,Dakar,Urban,4545602,4,3,2022,1,657.966870501397,2.4871696202531646,35
35_14,Dakar,Dakar,Urban,2685845,2,1,2022,1,858.203172367302,6.776039109559145,35
35_10,Dakar,Dakar,Urban,5362368,4,4,2022,1,657.966870501397,4.382236577913575,35
35_16,Dakar,Dakar,Urban,5194755.5,4,3,2022,1,858.203172367302,9.42658018332606,35
35_3,Dakar,Dakar,Urban,14641609,5,5,2022,1,657.966870501397,7.657281536446966,35
35_1,Dakar,Dakar,Urban,6706400.5,5,4,2021,12,657.966870501397,4.166102837189,35
36_14,Dakar,Dakar,Urban,7602414,5,5,2022,7,833.878775315793,2.940135835879529,36
36_1,Dakar,Dakar,Urban,4710656,4,3,2022,5,556.763404506368,0.9929518987341772,36
36_4,Dakar,Dakar,Urban,6264103,4,4,2022,5,556.763404506368,15.045339502400699,36
36_3,Dakar,Dakar,Urban,6434211.5,5,4,2022,8,833.878775315793,6.1293276298559585,36
36_7,Dakar,Dakar,Urban,6889363.5,5,4,2022,7,833.878775315793,4.5189814054997814,36
36_8,Dakar,Dakar,Urban,2966794.5,2,2,2022,4,556.763404506368,5.364354430379747,36
36_6,Dakar,Dakar,Urban,11339746,5,5,2022,4,556.763404506368,5.660752859013531,36
36_9,Dakar,Dakar,Urban,5699974,4,4,2022,5,556.763404506368,4.109427498908774,36
36_2,Dakar,Dakar,Urban,2998186.5,2,2,2022,4,556.763404506368,4.7463741597555655,36
36_15,Dakar,Dakar,Urban,1594787.25,1,1,2022,7,833.878775315793,3.6847888258402444,36
36_13,Dakar,Dakar,Urban,6476650.5,5,4,2022,7,833.878775315793,2.9858158009602795,36
36_11,Dakar,Dakar,Urban,15911283,5,5,2022,4,556.763404506368,4.1260591881274555,36
37_4,Dakar,Pikine,Urban,3122441.5,2,2,2021,11,686.973003492382,7.215406721955478,37
37_2,Dakar,Pikine,Urban,2835129.5,2,2,2021,11,686.973003492382,5.5563453513749455,37
37_15,Dakar,Pikine,Urban,5519324.5,4,4,2021,11,1222.03664854813,13.060568136185072,37
37_11,Dakar,Pikine,Urban,6718904,5,4,2021,11,686.973003492382,14.026498123090354,37
37_13,Dakar,Pikine,Urban,2106347,1,1,2021,11,1222.03664854813,4.0606662592754255,37
37_7,Dakar,Pikine,Urban,3124321.25,2,2,2021,11,686.973003492382,5.262527106067219,37
37_12,Dakar,Pikine,Urban,3661508,3,2,2021,11,686.973003492382,9.084244085552161,37
37_1,Dakar,Pikine,Urban,4621513.5,4,3,2021,11,686.973003492382,6.799675250982104,37
37_3,Dakar,Pikine,Urban,5941977.5,4,4,2021,11,686.973003492382,8.849976080314274,37
37_14,Dakar,Pikine,Urban,8605012,5,5,2021,11,1222.03664854813,8.74842741161065,37
37_8,Dakar,Pikine,Urban,5060537.5,4,3,2021,11,686.973003492382,8.807474465298997,37
37_5,Dakar,Pikine,Urban,6841915,5,4,2021,11,686.973003492382,15.353904845045832,37
38_10,Dakar,Pikine,Urban,6346359.5,4,4,2022,5,396.903051293497,11.168646006110869,38
38_5,Dakar,Pikine,Urban,6210635.5,4,4,2022,5,396.903051293497,8.248466521169796,38
38_2,Dakar,Pikine,Urban,4180285.25,3,3,2022,5,396.903051293497,4.906372064600611,38
38_12,Dakar,Pikine,Urban,937492.8125,1,1,2022,5,396.903051293497,0.8896104757747708,38
38_4,Dakar,Pikine,Urban,5841847,4,4,2022,5,396.903051293497,10.330440157136621,38
38_7,Dakar,Pikine,Urban,2596288.5,2,1,2022,5,593.777475952788,2.4871696202531646,38
38_8,Dakar,Pikine,Urban,19680790,5,5,2022,5,593.777475952788,7.630072806634658,38
38_11,Dakar,Pikine,Urban,5595796,4,4,2022,5,396.903051293497,8.053932780445221,38
38_1,Dakar,Pikine,Urban,3248191,2,2,2022,5,396.903051293497,3.6475093845482323,38
38_9,Dakar,Pikine,Urban,6237241,4,4,2022,5,396.903051293497,8.11197485814055,38
38_13,Dakar,Pikine,Urban,3790614,3,2,2022,5,593.777475952788,3.0898716717590573,38
38_3,Dakar,Pikine,Urban,4567439.5,4,3,2022,5,593.777475952788,3.1164920122217374,38
39_1,Dakar,Pikine,Urban,7234921,5,4,2021,11,767.286925435251,7.910501265822785,39
39_7,Dakar,Pikine,Urban,4555301,4,3,2021,12,767.286925435251,5.837584286337844,39
39_10,Dakar,Pikine,Urban,5908924.5,4,4,2021,11,767.286925435251,8.892557311217809,39
39_5,Dakar,Pikine,Urban,3750026,3,2,2021,11,767.286925435251,4.920953993889132,39
39_13,Dakar,Pikine,Urban,11949757,5,5,2021,12,1815.73226696166,21.259133653426453,39
39_6,Dakar,Pikine,Urban,6521038,5,4,2021,11,767.286925435251,9.83426241815801,39
39_2,Dakar,Pikine,Urban,3773910.5,3,2,2021,11,767.286925435251,6.792925709297251,39
39_9,Dakar,Pikine,Urban,4565648,4,3,2021,11,767.286925435251,4.706679703186381,39
39_3,Dakar,Pikine,Urban,4498067.5,3,3,2021,11,767.286925435251,10.143432562199912,39
39_14,Dakar,Pikine,Urban,3289663.25,2,2,2021,12,1815.73226696166,7.953835355739852,39
39_8,Dakar,Pikine,Urban,4282797.5,3,3,2021,12,767.286925435251,7.895983587952859,39
39_4,Dakar,Pikine,Urban,12135180,5,5,2021,11,767.286925435251,8.724491313836753,39
40_13,Dakar,Pikine,Urban,2119149.75,1,1,2022,5,1809.36463454352,7.8086854648625055,40
40_2,Dakar,Pikine,Urban,7188413.5,5,4,2022,5,809.172463784676,12.468783937145352,40
40_12,Dakar,Pikine,Urban,23061460,5,5,2022,5,809.172463784676,31.40471409864688,40
40_4,Dakar,Pikine,Urban,8166278.5,5,5,2022,5,809.172463784676,6.34998306416412,40
40_5,Dakar,Pikine,Urban,12705584,5,5,2022,5,809.172463784676,17.044865997381056,40
40_8,Dakar,Pikine,Urban,5207181,4,3,2022,5,809.172463784676,6.764400872981231,40
40_11,Dakar,Pikine,Urban,2080469.25,1,1,2022,5,1809.36463454352,2.593100305543431,40
40_3,Dakar,Pikine,Urban,2254365.5,1,1,2022,5,809.172463784676,6.552947708424269,40
40_10,Dakar,Pikine,Urban,5604261,4,4,2022,5,809.172463784676,7.862006110868617,40
40_7,Dakar,Pikine,Urban,2973115.5,2,2,2022,5,809.172463784676,2.607967175905718,40
40_1,Dakar,Pikine,Urban,9008797,5,5,2022,5,809.172463784676,14.593318550851157,40
40_9,Dakar,Pikine,Urban,3770408.75,3,2,2022,5,809.172463784676,5.37367682234832,40
41_5,Dakar,Pikine,Urban,5305740,4,3,2021,12,604.855917855704,11.653818245307725,41
41_8,Dakar,Pikine,Urban,800434.8125,1,1,2021,11,869.419253025333,1.0362681798341336,41
41_4,Dakar,Pikine,Urban,7442176,5,4,2021,11,604.855917855704,6.806852204277608,41
41_2,Dakar,Pikine,Urban,2341331.25,2,1,2021,11,604.855917855704,1.2435848101265823,41
41_11,Dakar,Pikine,Urban,4510562,4,3,2021,11,604.855917855704,8.482100392841554,41
41_9,Dakar,Pikine,Urban,2723159.25,2,1,2021,11,604.855917855704,4.036600261894369,41
41_14,Dakar,Pikine,Urban,13759367,5,5,2021,11,869.419253025333,15.496877171540813,41
41_12,Dakar,Pikine,Urban,7431804,5,4,2021,11,604.855917855704,15.955194762112615,41
41_1,Dakar,Pikine,Urban,3946338.75,3,2,2021,11,869.419253025333,2.4871696202531646,41
41_3,Dakar,Pikine,Urban,7140887,5,4,2021,11,604.855917855704,6.898886774334352,41
41_10,Dakar,Pikine,Urban,3926111.75,3,2,2021,11,604.855917855704,7.114730336097774,41
41_13,Dakar,Pikine,Urban,2727551,2,1,2021,11,869.419253025333,2.8946273243125273,41
42_8,Dakar,Pikine,Urban,1485552.25,1,1,2022,6,846.789737381576,1.882562374508948,42
42_3,Dakar,Pikine,Urban,5606183,4,4,2022,6,846.789737381576,6.782934962898298,42
42_4,Dakar,Pikine,Urban,1829402.25,1,1,2022,6,846.789737381576,3.7537550414666083,42
42_2,Dakar,Pikine,Urban,11385506,5,5,2022,6,846.789737381576,7.3735650807507644,42
42_12,Dakar,Pikine,Urban,3818591.5,3,2,2022,6,846.789737381576,3.4477981667394153,42
42_9,Dakar,Pikine,Urban,3997285.25,3,3,2022,6,846.789737381576,6.121303186381493,42
42_11,Dakar,Pikine,Urban,1865405.125,1,1,2022,6,846.789737381576,2.2765803579223047,42
42_13,Dakar,Pikine,Urban,3540829.25,3,2,2022,6,3081.51409659295,6.241338105630729,42
42_7,Dakar,Pikine,Urban,3721420.75,3,2,2022,6,846.789737381576,8.306219816673941,42
42_10,Dakar,Pikine,Urban,5403401.5,4,4,2022,6,846.789737381576,3.115648363160192,42
42_5,Dakar,Pikine,Urban,2287488.25,1,1,2022,6,846.789737381576,4.002480663465736,42
42_6,Dakar,Pikine,Urban,4278330.5,3,3,2022,6,846.789737381576,6.1073096464426015,42
43_2,Dakar,Pikine,Urban,2797762,2,1,2021,12,730.728564281636,3.7821262330859886,43
43_11,Dakar,Pikine,Urban,7228829,5,4,2021,11,730.728564281636,5.637147097337407,43
43_9,Dakar,Pikine,Urban,2984658.75,2,2,2021,11,2753.97272674296,9.008210213880401,43
43_12,Dakar,Pikine,Urban,3686220.5,3,2,2021,11,730.728564281636,12.34268529026626,43
43_4,Dakar,Pikine,Urban,3614689.25,3,2,2021,11,730.728564281636,4.026124487123527,43
43_7,Dakar,Pikine,Urban,3441929.5,3,2,2021,11,730.728564281636,10.037681012658227,43
43_10,Dakar,Pikine,Urban,5620908,4,4,2021,11,730.728564281636,10.062653513749455,43
43_5,Dakar,Pikine,Urban,7976170,5,5,2021,11,730.728564281636,9.023965779135748,43
43_3,Dakar,Pikine,Urban,5331887.5,4,4,2021,11,730.728564281636,5.213333566128329,43
43_6,Dakar,Pikine,Urban,3667084,3,2,2021,11,730.728564281636,8.892292623308599,43
43_8,Dakar,Pikine,Urban,9706310,5,5,2021,11,730.728564281636,18.86928048886949,43
43_1,Dakar,Pikine,Urban,5251319.5,4,3,2021,11,730.728564281636,5.093820689655173,43
44_12,Dakar,Pikine,Urban,4121861.5,3,3,2022,7,636.879158122434,6.762475774770842,44
44_13,Dakar,Pikine,Urban,3945354.75,3,2,2022,7,2260.17662809243,6.364252466171978,44
44_1,Dakar,Pikine,Urban,9792321,5,5,2022,7,636.879158122434,14.538961152335224,44
44_6,Dakar,Pikine,Urban,3444912.25,3,2,2022,7,636.879158122434,4.174903535573986,44
44_8,Dakar,Pikine,Urban,3625741,3,2,2022,7,636.879158122434,4.723706329113924,44
44_11,Dakar,Pikine,Urban,6124322,4,4,2022,7,636.879158122434,9.942510344827586,44
44_5,Dakar,Pikine,Urban,4391564,3,3,2022,7,636.879158122434,8.262919947621127,44
44_2,Dakar,Pikine,Urban,5600110,4,4,2022,7,636.879158122434,10.134983500654736,44
44_9,Dakar,Pikine,Urban,5438909,4,4,2022,7,636.879158122434,6.8467519860323005,44
44_7,Dakar,Pikine,Urban,3894941.5,3,2,2022,7,636.879158122434,8.630001222173723,44
44_4,Dakar,Pikine,Urban,4470659,3,3,2022,7,636.879158122434,5.619291139240506,44
44_3,Dakar,Pikine,Urban,5849476.5,4,4,2022,7,636.879158122434,10.340889742470537,44
45_3,Dakar,Pikine,Urban,4467148.5,3,3,2022,1,837.544265731116,9.332400174596247,45
45_15,Dakar,Pikine,Urban,4577922,4,3,2021,12,800.150014019165,7.7254061981667395,45
45_13,Dakar,Pikine,Urban,4255089,3,3,2021,12,800.150014019165,10.622924487123527,45
45_5,Dakar,Pikine,Urban,4195501,3,3,2021,12,800.150014019165,7.175776516804889,45
45_8,Dakar,Pikine,Urban,1429674.625,1,1,2021,12,800.150014019165,0.999912003491925,45
45_10,Dakar,Pikine,Urban,2802804.75,2,1,2021,12,837.544265731116,6.2879308598865125,45
45_14,Dakar,Pikine,Urban,7342918,5,4,2021,12,800.150014019165,10.185399563509385,45
45_1,Dakar,Pikine,Urban,2284039.75,1,1,2021,12,800.150014019165,1.2435848101265823,45
45_2,Dakar,Pikine,Urban,3599965.5,3,2,2021,12,837.544265731116,4.364463727629856,45
45_6,Dakar,Pikine,Urban,4303331.5,3,3,2021,12,837.544265731116,7.029900654735924,45
45_9,Dakar,Pikine,Urban,8982160,5,5,2021,12,837.544265731116,12.160977389786119,45
45_12,Dakar,Pikine,Urban,1949822.75,1,1,2021,12,800.150014019165,1.2435848101265823,45
46_13,Dakar,Pikine,Urban,3007298.5,2,2,2022,7,2318.27482321667,1.2435848101265823,46
46_7,Dakar,Pikine,Urban,6990236,5,4,2022,7,630.954488935745,10.251778961152336,46
46_11,Dakar,Pikine,Urban,3061688,2,2,2022,7,630.954488935745,3.775579572239197,46
46_10,Dakar,Pikine,Urban,2685307.75,2,1,2022,7,630.954488935745,1.538565168048887,46
46_9,Dakar,Pikine,Urban,7455550.5,5,4,2022,7,630.954488935745,7.440564295067656,46
46_6,Dakar,Pikine,Urban,4532038,4,3,2022,7,630.954488935745,5.7790229594063725,46
46_8,Dakar,Pikine,Urban,7949879.5,5,5,2022,7,630.954488935745,4.453091924923614,46
46_4,Dakar,Pikine,Urban,8923592,5,5,2022,7,630.954488935745,6.520643561763422,46
46_3,Dakar,Pikine,Urban,3463347.75,3,2,2022,7,630.954488935745,5.5563453513749455,46
46_1,Dakar,Pikine,Urban,7614661,5,5,2022,7,630.954488935745,6.268482584024444,46
46_5,Dakar,Pikine,Urban,9910741,5,5,2022,7,630.954488935745,5.755874639895242,46
46_2,Dakar,Pikine,Urban,9856969,5,5,2022,7,630.954488935745,5.058985945002182,46
47_9,Dakar,Pikine,Urban,8481828,5,5,2021,12,564.270539827493,14.682959057180272,47
47_2,Dakar,Pikine,Urban,2303134,1,1,2021,12,564.270539827493,2.727588651243998,47
47_3,Dakar,Pikine,Urban,13446014,5,5,2022,1,564.270539827493,12.973246966390223,47
47_12,Dakar,Pikine,Urban,7799449,5,5,2021,12,564.270539827493,13.401724661719774,47
47_14,Dakar,Pikine,Urban,7550432.5,5,4,2021,12,690.486242614477,12.359909559144478,47
47_4,Dakar,Pikine,Urban,6445918,5,4,2021,12,690.486242614477,10.381951636839808,47
47_8,Dakar,Pikine,Urban,2860113.25,2,2,2021,12,690.486242614477,3.393236839807944,47
47_7,Dakar,Pikine,Urban,6288446,4,4,2021,12,564.270539827493,4.058837189000436,47
47_1,Dakar,Pikine,Urban,9481690,5,5,2021,12,564.270539827493,9.80556577913575,47
47_5,Dakar,Pikine,Urban,2789438.75,2,1,2021,12,564.270539827493,6.246990833697075,47
47_13,Dakar,Pikine,Urban,4992340,4,3,2021,12,690.486242614477,3.2695322566564817,47
47_6,Dakar,Pikine,Urban,2261037,1,1,2021,12,690.486242614477,2.6511790484504583,47
48_12,Dakar,Pikine,Urban,13187638,5,5,2022,5,532.389191765166,20.895418245307727,48
