"grappe","menage","vague","s08aq00","s08aq01","s08aq02","s08aq03","s08aq04","s08aq05","s08aq06","s08aq07","s08aq07a","s08aq08","s08aq08a"
2,1,2,1,2,2,2,2,2,2,2,,2,
2,3,2,2,2,2,1,1,2,2,1,2,2,
2,4,2,2,2,2,1,2,2,2,2,,2,
2,5,2,2,1,2,1,1,1,2,1,3,2,
2,6,2,1,2,2,2,2,2,2,2,,2,
2,7,2,1,2,2,2,2,2,2,2,,2,
2,8,2,1,2,2,1,1,2,2,2,,2,
2,12,2,1,2,2,2,2,2,2,2,,2,
2,13,2,2,1,2,1,1,2,2,2,,2,
2,14,2,1,2,2,2,2,2,2,2,,2,
2,15,2,1,1,2,1,1,2,2,2,,2,
2,16,2,1,2,2,2,2,2,2,2,,2,
3,2,1,1,2,2,2,2,2,2,2,,2,
3,3,1,1,2,2,2,2,2,2,2,,2,
3,4,1,13,2,2,2,2,2,2,2,,2,
3,5,1,2,2,2,1,2,1,2,2,,2,
3,6,1,1,2,2,2,2,2,2,2,,2,
3,7,1,1,2,2,2,2,2,2,2,,2,
3,9,1,1,2,2,1,2,1,2,2,,2,
3,13,1,1,1,1,1,1,1,1,1,2,1,2
3,14,1,2,2,2,2,2,2,2,2,,2,
3,15,1,2,1,1,1,1,1,1,1,1,1,1
3,16,1,1,2,2,2,2,2,2,2,,2,
3,17,1,4,2,2,2,2,2,2,2,,2,
4,1,2,1,2,2,2,2,2,2,2,,2,
4,2,2,1,2,2,2,2,2,2,2,,2,
4,3,2,1,2,2,2,1,2,2,2,,2,
4,4,2,1,1,2,1,1,1,2,1,3,2,
4,5,2,3,2,2,2,2,2,2,2,,2,
4,7,2,3,2,2,2,2,2,2,2,,2,
4,8,2,1,2,2,2,2,2,2,2,,2,
4,9,2,2,2,2,1,2,1,2,2,,2,
4,11,2,2,2,2,2,2,2,2,2,,2,
4,12,2,1,2,2,2,2,2,2,2,,2,
4,13,2,1,1,2,1,1,1,2,1,3,2,
5,2,1,2,2,2,2,2,2,2,2,,2,
5,4,1,2,2,2,1,2,2,2,2,,2,
5,5,1,1,2,2,2,2,2,2,2,,2,
5,6,1,5,1,1,1,1,2,1,1,1,1,1
5,7,1,2,2,2,2,2,2,2,2,,2,
5,9,1,1,99,1,1,2,2,2,2,,2,
5,10,1,8,2,2,2,2,2,2,2,,2,
5,11,1,5,2,2,2,2,2,2,2,,2,
5,12,1,4,2,2,2,2,2,2,2,,2,
5,13,1,1,2,2,1,2,2,2,2,,2,
5,14,1,3,2,2,2,2,2,2,2,,2,
5,15,1,1,2,2,2,2,2,2,2,,2,
6,2,2,2,2,2,2,2,2,2,2,,2,
6,3,2,1,1,2,1,1,2,1,1,3,2,
6,4,2,1,2,2,2,2,2,2,2,,2,
6,5,2,1,2,2,2,1,2,2,2,,2,
6,6,2,2,2,2,1,2,2,2,2,,2,
6,7,2,6,1,1,1,1,1,1,2,,2,
6,8,2,1,2,2,2,2,2,2,2,,2,
6,10,2,2,1,2,2,1,2,1,2,,2,
6,11,2,2,2,2,2,2,2,2,2,,2,
6,12,2,1,1,2,1,1,2,1,1,2,2,
6,13,2,1,2,2,1,1,2,2,2,,2,
6,14,2,1,2,2,1,2,1,2,2,,2,
7,1,1,1,2,2,2,2,2,2,2,,2,
7,2,1,1,2,2,2,2,2,2,2,,2,
7,3,1,2,2,2,2,2,2,2,2,,2,
7,13,1,2,2,2,2,2,2,2,2,,2,
7,14,1,1,1,2,1,2,1,2,2,,2,
7,15,1,2,2,2,2,2,2,2,2,,2,
7,16,1,1,1,1,1,1,1,2,1,1,2,
7,17,1,1,2,2,2,2,2,2,2,,2,
8,2,2,1,2,2,2,2,2,2,2,,2,
8,3,2,1,2,2,2,2,2,2,2,,2,
8,5,2,1,2,2,2,2,2,2,2,,2,
8,7,2,1,2,2,2,2,2,2,2,,2,
8,8,2,16,2,2,2,2,2,2,2,,2,
8,9,2,1,2,2,2,2,2,2,2,,2,
8,10,2,1,2,2,2,2,2,2,2,,2,
8,12,2,2,2,2,2,2,2,2,2,,2,
8,13,2,2,2,2,2,2,2,2,2,,2,
8,14,2,1,2,2,2,2,2,2,2,,2,
8,15,2,1,2,2,2,2,2,2,2,,2,
8,16,2,1,2,2,2,1,2,2,2,,2,
9,2,1,3,2,2,2,2,2,2,2,,2,
9,5,1,1,2,1,1,2,1,2,1,98,2,
9,6,1,1,2,2,2,2,2,2,2,,2,
9,7,1,1,1,2,1,1,1,1,1,1,2,
9,8,1,1,1,1,1,1,1,1,2,,2,
9,9,1,2,2,2,2,2,2,2,2,,2,
9,10,1,2,1,2,1,1,1,2,2,,2,
9,11,1,1,1,1,1,2,1,2,2,,2,
9,12,1,1,2,2,2,2,2,2,2,,2,
9,13,1,1,2,2,2,2,2,2,2,,2,
9,14,1,1,2,2,2,2,2,2,2,,2,
9,15,1,1,2,2,2,2,2,2,2,,2,
10,1,2,8,2,2,2,2,2,2,2,,2,
10,2,2,1,2,2,2,1,2,2,2,,2,
10,3,2,1,2,2,2,2,2,2,2,,2,
10,4,2,1,1,2,1,2,2,1,1,2,2,
10,5,2,1,2,2,2,2,2,2,2,,2,
10,6,2,2,2,2,2,2,2,2,2,,2,
10,7,2,1,2,2,2,2,2,2,2,,2,
10,8,2,1,2,2,2,2,2,2,2,,2,
10,12,2,5,1,2,1,1,1,2,1,1,2,
10,13,2,2,2,2,1,1,1,2,2,,2,
10,14,2,2,1,2,1,1,1,2,1,2,2,
10,15,2,1,2,2,2,2,2,2,2,,2,
11,3,1,1,2,2,2,2,2,2,2,,2,
11,4,1,1,1,2,2,2,2,2,2,,2,
11,5,1,1,1,1,2,1,1,2,2,,2,
11,6,1,1,2,2,2,2,2,2,2,,2,
11,7,1,2,2,2,2,2,2,2,2,,2,
11,8,1,2,2,2,2,2,2,2,2,,2,
11,10,1,1,1,2,2,1,1,2,2,,2,
11,12,1,5,2,2,2,2,2,2,2,,2,
11,13,1,1,2,2,2,2,2,2,2,,2,
11,14,1,2,1,2,2,2,2,2,2,,2,
11,15,1,3,2,2,2,2,2,2,2,,2,
12,1,2,1,2,2,2,2,2,2,2,,2,
12,2,2,2,2,2,2,2,2,2,2,,2,
12,3,2,2,2,2,2,2,2,2,2,,2,
12,5,2,6,2,2,2,2,2,2,2,,2,
12,6,2,1,2,2,2,2,2,2,2,,2,
12,7,2,2,2,2,2,2,2,2,2,,2,
12,8,2,2,2,2,2,2,2,2,2,,2,
12,9,2,2,2,2,2,2,2,2,2,,2,
12,11,2,2,1,2,1,2,2,2,2,,2,
12,13,2,1,2,2,2,2,2,2,2,,2,
12,14,2,1,2,2,2,2,2,2,2,,2,
12,15,2,1,2,2,2,1,1,2,1,1,2,
13,1,1,5,2,2,2,2,2,2,2,,2,
13,3,1,1,2,2,2,2,2,2,2,,2,
13,6,1,1,1,2,1,1,1,1,1,2,1,2
13,7,1,16,1,2,1,1,1,98,2,,2,
13,8,1,1,2,2,2,2,2,2,2,,2,
13,10,1,1,2,2,2,2,2,2,2,,2,
13,11,1,1,2,2,2,2,2,2,2,,2,
13,12,1,1,2,2,2,2,2,2,2,,2,
13,13,1,2,2,2,2,2,2,2,2,,2,
13,14,1,1,2,2,2,2,2,2,2,,2,
13,15,1,2,2,2,2,2,2,2,2,,2,
13,16,1,1,2,2,2,2,2,2,2,,2,
14,1,2,1,1,2,1,1,2,1,1,3,2,
14,2,2,1,1,2,1,1,2,1,1,3,2,
14,3,2,1,1,1,1,1,1,1,2,,2,
14,4,2,1,1,1,1,1,2,2,2,,2,
14,5,2,1,2,2,2,2,2,2,2,,2,
14,6,2,1,2,2,2,2,2,2,2,,2,
14,7,2,2,2,2,2,2,2,2,2,,2,
14,8,2,4,2,2,2,2,2,2,2,,2,
14,9,2,7,2,2,2,2,2,2,2,,2,
14,10,2,1,2,2,2,2,2,2,2,,2,
14,11,2,1,2,2,1,1,2,2,2,,2,
14,12,2,1,2,2,2,2,2,2,2,,2,
15,1,1,2,2,2,2,2,2,2,2,,2,
15,2,1,1,2,2,2,2,2,2,2,,2,
15,3,1,4,1,1,1,2,2,2,2,,2,
15,5,1,2,2,2,2,2,1,2,2,,2,
15,6,1,1,2,2,2,2,1,2,2,,2,
15,7,1,1,2,2,2,2,2,2,2,,2,
15,8,1,1,1,1,1,2,1,2,2,,2,
15,9,1,1,2,2,2,2,2,2,2,,2,
15,12,1,2,2,2,2,2,2,2,2,,2,
15,13,1,2,1,1,1,2,1,2,2,,2,
15,14,1,1,1,1,1,2,1,2,2,,2,
15,15,1,2,2,2,2,2,2,2,2,,2,
16,1,2,1,2,2,2,2,2,2,2,,2,
16,2,2,1,2,2,2,2,2,2,2,,2,
16,3,2,1,2,2,2,2,2,2,2,,2,
16,4,2,2,2,2,2,2,2,2,2,,2,
16,5,2,4,2,2,1,2,1,2,2,,2,
16,6,2,1,2,2,2,2,2,2,2,,2,
16,7,2,2,2,2,2,2,2,2,2,,2,
16,8,2,2,2,2,2,2,2,2,2,,2,
16,9,2,1,2,2,2,2,2,2,2,,2,
16,10,2,6,2,2,2,2,2,2,2,,2,
16,11,2,1,2,2,1,2,2,2,2,,2,
16,12,2,6,2,2,2,2,2,2,2,,2,
17,1,1,2,2,2,2,2,2,2,2,,2,
17,2,1,1,2,2,2,2,2,2,2,,2,
17,4,1,4,2,2,2,2,2,2,2,,2,
17,5,1,1,2,2,2,2,2,2,2,,2,
17,6,1,2,2,2,2,2,2,2,2,,2,
17,7,1,1,2,2,2,2,2,2,2,,2,
17,8,1,1,2,2,2,2,2,2,2,,2,
17,10,1,1,2,2,2,2,2,2,2,,2,
17,12,1,2,2,2,2,2,2,2,2,,2,
17,13,1,1,2,2,2,2,2,2,2,,2,
17,14,1,1,2,2,2,2,2,2,2,,2,
17,15,1,1,1,2,1,1,1,1,1,3,1,2
18,1,2,1,1,2,1,1,1,2,2,,2,
18,2,2,1,1,1,1,2,2,2,2,,2,
18,3,2,5,2,2,2,2,2,2,2,,2,
18,4,2,3,2,2,2,2,2,2,2,,2,
18,5,2,1,1,2,1,1,1,2,2,,2,
18,6,2,2,1,2,2,2,1,2,2,,2,
18,7,2,3,2,2,2,2,2,2,2,,2,
18,8,2,1,2,2,2,2,2,2,2,,2,
18,9,2,1,1,2,1,1,2,2,2,,2,
18,10,2,1,2,2,2,2,2,2,2,,2,
18,11,2,2,2,2,2,2,2,2,2,,2,
18,12,2,1,2,1,1,2,2,2,2,,2,
19,1,1,5,2,2,2,2,2,2,2,,2,
19,2,1,1,2,2,1,1,2,2,2,,2,
19,4,1,5,2,2,2,2,2,2,2,,2,
19,7,1,2,2,2,2,2,2,2,2,,2,
19,8,1,2,2,2,2,2,2,2,2,,2,
19,10,1,1,2,2,2,2,2,2,2,,2,
19,12,1,2,1,2,2,1,1,1,1,1,2,
19,13,1,1,2,2,1,1,2,2,2,,2,
19,14,1,1,1,2,1,1,1,1,2,,2,
19,15,1,1,2,2,2,2,2,2,2,,2,
19,16,1,1,2,2,2,2,2,2,2,,2,
19,17,1,1,2,2,2,2,2,2,2,,2,
20,1,2,10,2,2,2,2,2,2,2,,2,
20,3,2,1,2,2,2,2,2,2,2,,2,
20,4,2,2,2,2,2,2,2,2,2,,2,
20,6,2,2,2,2,2,2,2,2,2,,2,
20,7,2,1,2,2,2,2,2,2,2,,2,
20,8,2,1,2,2,2,2,2,2,2,,2,
20,9,2,1,2,2,2,2,2,2,2,,2,
20,10,2,1,2,2,2,2,2,2,2,,2,
20,11,2,1,2,2,2,2,2,2,2,,2,
20,12,2,2,2,2,2,2,2,2,2,,2,
20,13,2,1,2,2,2,2,2,2,2,,2,
20,14,2,1,2,2,2,2,2,2,2,,2,
21,2,1,3,2,2,2,2,2,2,2,,2,
21,6,1,1,2,2,2,2,2,2,2,,2,
21,7,1,1,2,2,2,2,2,2,2,,2,
21,8,1,1,1,2,2,2,1,2,2,,2,
21,10,1,2,2,2,2,2,2,2,2,,2,
21,11,1,1,1,1,1,1,1,1,1,3,1,3
21,13,1,1,2,2,2,2,2,2,2,,2,
21,14,1,1,2,2,2,2,2,2,2,,2,
21,15,1,1,2,2,2,2,2,2,2,,2,
21,16,1,1,1,1,1,1,1,2,2,,2,
21,17,1,1,1,1,1,1,1,1,1,2,2,
21,18,1,1,2,2,2,2,2,2,2,,2,
22,1,2,1,2,2,2,2,2,2,2,,2,
22,2,2,1,2,1,1,1,2,2,2,,2,
22,5,2,1,2,2,2,2,2,2,2,,2,
22,6,2,1,2,2,2,2,2,2,2,,2,
22,7,2,1,2,2,2,2,2,2,2,,2,
22,8,2,2,2,2,2,2,2,2,2,,2,
22,9,2,1,1,2,1,1,1,2,1,3,2,
22,10,2,1,2,2,2,1,2,2,2,,2,
22,11,2,1,2,2,2,2,2,2,2,,2,
22,12,2,1,1,2,1,1,1,1,1,3,2,
22,13,2,1,1,2,1,1,1,1,2,,2,
22,14,2,1,2,2,2,2,2,2,2,,2,
23,1,1,1,2,2,2,2,2,2,2,,2,
23,3,1,1,2,2,2,2,2,2,2,,2,
23,4,1,1,2,2,2,2,2,2,2,,2,
23,7,1,1,2,2,1,2,2,2,2,,2,
23,8,1,1,2,2,2,2,2,2,2,,2,
23,9,1,1,2,2,2,2,2,2,2,,2,
23,11,1,1,2,2,2,2,2,2,2,,2,
23,13,1,2,2,2,2,2,2,2,2,,2,
23,14,1,1,2,2,2,2,2,2,2,,2,
23,15,1,5,2,2,2,2,2,2,2,,2,
23,16,1,1,2,2,2,2,2,2,2,,2,
23,17,1,2,2,2,2,2,2,2,2,,2,
24,2,2,5,1,2,1,1,1,2,2,,2,
24,3,2,5,2,2,2,2,2,2,2,,2,
24,4,2,2,2,2,2,2,2,2,2,,2,
24,5,2,1,2,2,2,2,2,2,2,,2,
24,6,2,1,2,2,1,2,1,2,2,,2,
24,8,2,2,2,2,2,2,2,2,2,,2,
24,9,2,1,1,1,2,1,2,2,2,,2,
24,12,2,2,1,2,1,2,2,2,2,,2,
24,13,2,1,1,1,2,1,2,2,2,,2,
24,14,2,2,2,2,2,2,2,2,2,,2,
24,15,2,1,2,2,2,2,2,2,2,,2,
24,16,2,1,2,2,2,2,2,2,2,,2,
25,2,1,1,1,1,1,2,2,2,2,,2,
25,3,1,2,2,2,2,2,2,2,2,,2,
25,5,1,1,1,1,2,1,1,2,1,1,2,
25,6,1,1,2,2,2,2,2,2,2,,2,
25,7,1,1,1,1,1,1,2,2,1,2,2,
25,9,1,3,2,2,2,2,2,2,2,,2,
25,10,1,1,2,2,2,2,2,2,2,,2,
25,11,1,1,1,1,1,2,2,2,2,,2,
25,12,1,6,2,2,2,2,2,2,2,,2,
25,13,1,2,2,2,1,2,2,2,2,,2,
25,14,1,6,1,1,1,2,2,1,1,1,2,
25,15,1,1,1,2,2,2,2,2,2,,2,
26,1,2,3,2,2,2,2,2,2,2,,2,
26,2,2,1,1,2,1,1,1,2,2,,2,
26,4,2,1,2,2,2,2,2,2,2,,2,
26,5,2,2,2,2,2,2,2,2,2,,2,
26,6,2,1,2,2,2,2,2,2,2,,2,
26,7,2,1,2,2,2,2,2,2,2,,2,
26,13,2,4,2,2,2,2,2,2,2,,2,
26,14,2,2,1,2,2,2,2,2,2,,2,
26,15,2,9,2,2,2,2,2,2,2,,2,
26,16,2,2,2,2,2,2,2,2,2,,2,
26,17,2,2,2,2,2,2,2,2,2,,2,
26,18,2,1,1,1,2,1,1,1,2,,2,
27,2,1,1,2,2,2,2,2,2,2,,2,
27,3,1,2,1,2,2,2,2,2,2,,2,
27,4,1,1,2,2,2,1,2,2,2,,2,
27,5,1,6,1,1,1,1,1,1,2,,1,2
27,6,1,2,2,2,2,2,2,2,2,,2,
27,7,1,8,1,2,2,1,2,2,2,,2,
27,8,1,2,2,2,2,2,1,1,2,,2,
27,10,1,8,1,1,2,2,2,2,2,,2,
27,11,1,4,2,2,2,2,2,2,2,,2,
27,12,1,12,1,1,1,2,2,2,2,,2,
27,13,1,1,1,1,2,1,2,1,2,,2,
27,14,1,2,2,2,2,2,1,2,2,,2,
28,1,2,1,2,2,2,2,2,2,2,,2,
28,2,2,1,1,2,2,2,2,2,98,,2,
28,3,2,1,2,2,2,2,2,2,2,,2,
28,4,2,1,2,2,2,2,2,2,2,,2,
28,5,2,8,2,2,2,2,2,2,2,,2,
28,6,2,2,2,2,2,2,2,2,2,,2,
28,7,2,1,2,2,2,2,2,2,2,,2,
28,8,2,1,2,2,2,2,2,2,2,,2,
28,9,2,1,1,2,2,2,2,2,2,,2,
28,10,2,2,2,2,2,2,2,2,2,,2,
28,11,2,1,1,1,1,1,2,2,2,,2,
28,12,2,2,2,2,2,2,2,2,2,,2,
29,3,1,1,1,2,2,1,1,2,2,,2,
29,5,1,4,2,2,2,2,2,2,2,,2,
29,11,1,1,2,2,2,2,2,2,2,,2,
29,12,1,2,1,1,1,1,2,2,2,,2,
29,13,1,1,2,2,2,2,2,2,2,,2,
29,14,1,2,2,2,2,2,2,2,2,,2,
29,15,1,2,2,2,2,2,2,2,2,,2,
29,16,1,1,2,2,2,2,2,2,2,,2,
29,17,1,1,1,2,2,2,1,2,2,,2,
29,18,1,1,1,1,2,2,2,2,2,,2,
29,19,1,1,2,2,2,2,2,2,2,,2,
30,1,2,2,2,2,2,2,2,2,2,,2,
30,2,2,1,2,2,2,2,2,2,2,,2,
30,3,2,2,2,2,2,2,2,2,2,,2,
30,4,2,5,2,2,2,2,2,2,2,,2,
30,7,2,1,2,2,2,2,2,2,2,,2,
30,9,2,2,1,1,1,1,1,2,2,,2,
30,12,2,1,2,2,2,2,2,2,2,,2,
30,13,2,1,2,2,2,2,2,2,2,,2,
30,14,2,1,2,2,2,2,2,2,2,,2,
30,15,2,2,2,2,2,2,2,2,2,,2,
30,16,2,1,2,2,2,2,2,2,2,,2,
30,17,2,1,1,1,2,1,1,2,2,,2,
31,1,1,1,2,2,2,2,2,2,2,,2,
31,2,1,7,2,2,2,2,2,2,2,,2,
31,3,1,2,2,2,2,2,2,2,2,,2,
31,4,1,2,2,2,2,2,2,2,2,,2,
31,5,1,7,2,2,2,2,2,2,2,,2,
31,6,1,1,2,2,2,2,2,2,2,,2,
31,8,1,1,2,2,2,2,2,2,2,,2,
31,9,1,1,1,2,2,2,2,2,2,,2,
31,11,1,1,2,2,2,2,2,2,2,,2,
31,13,1,1,2,2,2,2,2,2,2,,2,
31,14,1,2,2,2,2,2,2,2,2,,2,
31,15,1,1,2,2,2,2,2,2,2,,2,
32,2,2,1,2,2,2,2,2,2,2,,2,
32,3,2,2,1,2,2,2,1,2,2,,2,
32,4,2,3,2,2,2,2,2,2,2,,2,
32,5,2,1,2,2,2,2,2,2,2,,2,
32,6,2,1,2,2,2,2,2,2,2,,2,
32,7,2,1,2,2,2,2,2,2,2,,2,
32,8,2,1,2,2,2,2,2,2,2,,2,
32,9,2,7,2,2,2,2,2,2,2,,2,
32,10,2,2,2,2,2,2,2,2,2,,2,
32,11,2,1,2,2,2,2,2,2,2,,2,
32,12,2,2,2,2,2,2,2,2,2,,2,
32,13,2,1,1,1,2,1,2,2,2,,2,
33,1,1,9,2,2,1,2,2,2,2,,2,
33,2,1,2,2,2,2,2,2,2,2,,2,
33,3,1,2,2,2,2,2,2,2,2,,2,
33,4,1,1,2,2,2,2,2,2,2,,2,
33,5,1,2,1,2,2,1,1,2,2,,2,
33,6,1,1,2,2,2,2,2,2,2,,2,
33,7,1,1,2,2,2,2,2,2,2,,2,
33,9,1,1,2,2,2,2,2,2,2,,2,
33,10,1,5,2,2,2,2,2,2,2,,2,
33,11,1,3,1,1,1,1,1,1,1,3,2,
33,13,1,1,1,1,2,1,1,2,2,,2,
33,14,1,2,1,1,2,1,1,1,1,1,2,
34,1,2,1,2,2,2,2,2,2,2,,2,
34,2,2,1,2,2,2,2,2,2,2,,2,
34,3,2,1,2,2,2,2,2,2,2,,2,
34,4,2,2,2,1,1,2,2,2,2,,2,
34,5,2,2,1,1,1,1,1,2,2,,2,
34,6,2,1,2,2,2,2,2,2,2,,2,
34,7,2,1,2,2,2,2,2,2,2,,2,
34,8,2,1,2,2,2,2,2,2,2,,2,
34,11,2,1,2,2,2,2,2,2,2,,2,
34,12,2,1,1,1,1,1,2,2,2,,2,
34,13,2,1,2,2,2,2,2,2,2,,2,
34,14,2,1,2,2,2,2,2,2,2,,2,
35,1,1,1,2,2,2,2,2,2,2,,2,
35,2,1,1,2,2,2,2,2,2,2,,2,
35,3,1,1,2,2,2,2,2,2,2,,2,
35,5,1,5,2,2,2,2,2,2,2,,2,
35,6,1,7,1,1,1,1,1,2,2,,2,
35,9,1,1,1,2,1,1,2,2,2,,2,
35,10,1,1,2,2,2,2,2,2,2,,2,
35,12,1,2,2,2,2,2,2,2,2,,2,
35,13,1,1,1,1,1,2,2,2,2,,2,
35,14,1,2,2,2,2,2,2,2,2,,2,
35,15,1,2,2,2,2,2,2,2,2,,2,
35,16,1,3,2,1,1,2,2,2,2,,2,
36,1,2,2,2,2,2,2,2,2,2,,2,
36,2,2,1,1,1,2,1,1,2,2,,2,
36,3,2,5,2,2,2,2,2,2,2,,2,
36,4,2,1,1,2,2,2,2,2,2,,2,
36,6,2,1,2,2,2,2,2,2,2,,2,
36,7,2,5,1,2,2,2,1,2,2,,2,
36,8,2,1,1,2,1,1,1,1,1,2,2,
36,9,2,2,2,2,2,2,2,2,2,,2,
36,11,2,1,2,2,2,2,2,2,2,,2,
36,13,2,2,2,2,2,2,2,2,2,,2,
36,14,2,2,2,2,2,2,2,2,2,,2,
36,15,2,1,1,2,2,2,2,2,2,,2,
37,1,1,13,2,2,2,2,2,2,2,,2,
37,2,1,1,2,2,2,2,2,2,2,,2,
37,3,1,2,1,2,1,2,1,1,2,,1,98
37,4,1,2,1,2,1,1,1,2,2,,2,
37,5,1,2,2,1,2,2,2,2,2,,2,
37,7,1,1,2,2,1,1,1,1,2,,2,
37,8,1,1,2,2,2,2,2,2,2,,2,
37,11,1,3,2,2,2,2,2,2,2,,2,
37,12,1,2,2,2,1,2,1,1,2,,2,
37,13,1,1,2,2,1,2,1,2,2,,2,
37,14,1,1,1,2,1,1,1,2,2,,2,
37,15,1,1,1,2,2,2,2,2,2,,2,
38,1,2,1,1,1,1,1,1,1,1,1,1,1
38,2,2,1,2,2,1,2,2,2,2,,2,
38,3,2,2,2,2,2,2,2,2,2,,2,
38,4,2,1,2,2,1,2,2,2,2,,2,
38,5,2,1,2,2,2,2,2,2,2,,2,
38,7,2,2,1,1,1,2,1,2,2,,2,
38,8,2,6,2,2,2,2,2,2,2,,2,
38,9,2,4,1,2,2,1,1,2,2,,2,
38,10,2,1,2,2,2,2,2,2,2,,2,
38,11,2,1,2,2,2,2,2,2,2,,2,
38,12,2,1,1,1,1,2,1,1,2,,2,
38,13,2,2,2,2,1,2,1,2,2,,2,
39,1,1,1,2,2,2,2,2,2,2,,2,
39,2,1,1,2,2,2,2,2,2,2,,2,
39,3,1,1,2,2,2,2,2,1,2,,2,
39,4,1,1,2,2,2,2,2,2,2,,2,
39,5,1,1,1,1,1,1,1,2,1,3,2,
39,6,1,1,2,2,2,2,2,2,2,,2,
39,7,1,1,1,1,1,1,1,1,1,2,2,
39,8,1,2,1,1,1,2,1,1,1,2,2,
39,9,1,1,2,2,2,2,2,2,2,,2,
39,10,1,13,2,2,2,2,2,2,2,,2,
39,13,1,6,2,2,2,2,2,2,2,,2,
39,14,1,1,1,1,1,1,1,1,1,3,1,3
40,1,2,1,2,2,2,2,2,2,2,,2,
40,2,2,22,2,2,2,2,2,2,2,,2,
40,3,2,7,1,1,1,1,1,1,2,,2,
40,4,2,2,1,1,1,1,1,1,1,98,2,
40,5,2,3,2,2,1,2,2,2,2,,2,
40,7,2,1,2,2,2,2,2,2,2,,2,
40,8,2,1,2,2,2,2,2,2,2,,2,
40,9,2,1,2,1,1,2,2,2,2,,2,
40,10,2,2,98,98,1,1,1,1,2,,2,
40,11,2,2,2,2,2,2,2,2,2,,2,
40,12,2,35,2,2,98,2,2,2,2,,2,
40,13,2,1,1,2,1,1,1,1,1,1,2,
41,1,1,1,2,2,2,2,2,2,2,,2,
41,2,1,1,2,2,2,2,2,2,2,,2,
41,3,1,3,2,2,2,2,2,2,2,,2,
41,4,1,2,2,2,2,2,2,1,2,,2,
41,5,1,2,1,1,1,2,1,2,2,,2,
41,8,1,1,1,2,2,2,1,1,2,,2,
41,9,1,2,1,1,1,1,1,1,1,2,2,
41,10,1,1,2,2,2,2,2,2,2,,2,
41,11,1,1,1,2,2,2,2,2,2,,2,
41,12,1,15,1,2,2,2,2,2,2,,2,
41,13,1,2,2,2,2,2,2,2,2,,2,
41,14,1,1,2,2,2,2,2,2,2,,2,
42,2,2,2,2,2,2,2,2,2,2,,2,
42,3,2,1,2,2,1,2,1,2,2,,2,
42,4,2,1,1,1,1,2,1,1,2,,2,
42,5,2,1,1,1,1,1,2,2,2,,2,
42,6,2,7,2,2,1,1,1,2,2,,2,
42,7,2,1,2,2,2,2,2,2,2,,2,
42,8,2,2,1,1,1,1,1,1,2,,2,
42,9,2,2,2,99,99,99,99,99,2,,2,
42,10,2,1,2,2,2,2,2,2,2,,2,
42,11,2,1,1,1,1,1,1,1,1,1,2,
42,12,2,2,2,2,2,2,2,2,2,,2,
42,13,2,3,2,2,2,2,2,2,2,,2,
43,1,1,1,2,2,2,2,2,2,2,,2,
43,2,1,2,2,2,2,2,2,2,2,,2,
43,3,1,16,2,2,2,2,2,2,2,,2,
43,4,1,2,1,2,2,2,2,2,2,,2,
43,5,1,3,2,2,2,2,2,2,2,,2,
43,6,1,1,1,1,2,2,2,2,2,,2,
43,7,1,1,1,1,1,2,1,1,1,2,2,
43,8,1,1,1,1,1,2,1,2,2,,2,
43,9,1,2,1,1,1,1,1,1,2,,2,
43,10,1,5,1,1,1,1,1,2,2,,2,
43,11,1,1,2,2,2,2,2,2,2,,2,
43,12,1,12,2,2,98,2,2,2,2,,2,
44,1,2,21,2,2,2,2,2,2,2,,2,
44,2,2,2,1,1,1,2,1,2,2,,2,
44,3,2,1,2,2,1,2,1,2,2,,2,
44,4,2,2,1,1,1,1,1,1,1,1,2,
44,5,2,2,2,2,2,2,2,2,2,,2,
44,6,2,2,1,1,1,2,1,1,2,,1,98
44,7,2,2,2,2,1,2,1,2,2,,2,
44,8,2,1,2,2,2,2,2,2,2,,2,
44,9,2,2,2,2,2,2,2,2,2,,2,
44,11,2,4,2,2,2,2,2,2,2,,2,
44,12,2,2,2,2,1,2,2,2,2,,2,
44,13,2,2,1,1,1,2,1,2,2,,2,
45,1,1,4,2,2,2,2,2,2,2,,2,
45,2,1,1,1,2,2,1,1,2,1,1,1,1
45,3,1,1,1,1,1,2,2,2,2,,2,
45,5,1,14,2,2,2,2,2,2,2,,2,
45,6,1,1,1,2,2,2,2,2,2,,2,
45,8,1,4,2,2,2,2,2,2,2,,2,
45,9,1,1,2,2,2,2,2,2,2,,2,
45,10,1,1,1,1,1,2,2,2,2,,2,
45,12,1,2,1,2,2,2,2,2,2,,2,
45,13,1,3,1,1,1,1,1,1,2,,2,
45,14,1,2,2,2,2,2,2,2,2,,2,
45,15,1,2,1,2,2,2,2,2,2,,2,
46,1,2,2,1,1,1,2,2,2,2,,2,
46,2,2,1,2,2,2,2,2,2,2,,2,
46,3,2,1,1,1,1,2,1,1,1,1,1,1
46,4,2,1,2,2,2,2,2,2,2,,2,
46,5,2,1,2,2,2,2,2,2,2,,2,
46,6,2,5,2,2,2,2,2,2,2,,2,
46,7,2,7,2,2,2,2,2,2,2,,2,
46,8,2,2,2,2,2,2,2,2,2,,2,
46,9,2,1,2,2,2,2,2,2,2,,2,
46,10,2,2,2,2,2,2,2,2,2,,2,
46,11,2,2,1,1,1,2,1,1,2,,2,
46,13,2,1,2,2,2,2,2,2,2,,2,
