"grappe","menage","vague","s08aq00","s08aq01","s08aq02","s08aq03","s08aq04","s08aq05","s08aq06","s08aq07","s08aq07a","s08aq08","s08aq08a"
306,11,2,1,2,2,2,2,2,2,2,,2,
306,13,2,2,2,2,2,2,2,2,2,,2,
306,14,2,2,2,2,2,2,2,2,2,,2,
306,15,2,1,2,2,2,2,2,2,2,,2,
307,1,1,1,1,2,1,2,2,2,2,,2,
307,2,1,1,2,2,1,2,2,2,2,,2,
307,3,1,2,1,1,1,2,1,2,2,,2,
307,4,1,2,1,1,1,2,1,2,2,,2,
307,5,1,2,2,2,2,2,2,2,2,,2,
307,6,1,1,1,1,1,1,2,2,2,,2,
307,7,1,2,2,2,2,2,2,2,2,,98,
307,8,1,2,2,2,2,2,2,2,2,,2,
307,9,1,2,2,2,2,2,2,2,2,,2,
307,10,1,1,2,2,2,2,2,2,2,,2,
307,11,1,1,1,2,2,2,2,2,2,,2,
307,12,1,1,1,1,1,2,1,1,1,3,2,
308,1,2,1,1,1,1,2,1,2,2,,2,
308,2,2,1,2,2,1,1,2,2,2,,2,
308,3,2,2,1,1,1,1,1,2,2,,2,
308,4,2,1,2,2,1,2,2,2,2,,2,
308,5,2,1,1,1,1,1,2,2,2,,2,
308,6,2,2,2,2,1,2,2,2,2,,2,
308,7,2,4,1,2,1,1,1,2,2,,2,
308,8,2,2,2,2,1,2,2,2,2,,2,
308,9,2,2,1,1,1,1,1,1,1,1,2,
308,10,2,1,2,2,1,2,1,2,2,,2,
308,11,2,6,1,1,1,2,2,2,2,,2,
308,12,2,1,1,1,1,2,2,2,2,,2,
309,1,1,1,1,1,1,1,1,1,1,2,2,
309,2,1,1,1,1,1,1,1,1,1,3,1,1
309,3,1,6,1,1,1,1,1,1,1,2,2,
309,4,1,2,1,1,1,1,1,2,2,,2,
309,5,1,1,1,1,1,1,1,1,1,3,2,
309,6,1,2,1,1,1,1,1,1,1,3,2,
309,7,1,2,1,1,1,1,1,1,2,,2,
309,8,1,1,1,2,1,1,2,2,2,,2,
309,9,1,1,1,1,1,2,2,2,2,,2,
309,10,1,1,2,2,1,2,2,2,2,,2,
309,11,1,3,2,2,2,2,2,2,2,,2,
309,12,1,2,1,1,1,1,1,1,1,3,2,
310,1,2,1,1,1,1,1,2,2,2,,2,
310,2,2,7,2,2,1,2,1,2,2,,2,
310,3,2,1,1,1,2,1,1,1,1,2,1,1
310,4,2,1,1,1,1,1,1,2,2,,2,
310,5,2,6,2,2,2,2,2,2,2,,2,
310,6,2,3,1,2,1,1,1,1,1,2,2,
310,7,2,2,2,2,1,2,2,2,2,,2,
310,8,2,4,2,2,2,2,2,2,2,,2,
310,9,2,1,2,2,2,2,2,2,2,,2,
310,10,2,19,1,2,2,1,2,1,1,2,2,
310,11,2,2,1,2,2,2,2,2,2,,2,
310,12,2,1,1,1,1,2,1,2,1,2,2,
311,2,1,6,2,2,2,2,2,2,2,,2,
311,4,1,6,2,2,2,2,2,2,2,,2,
311,7,1,2,2,2,1,2,2,2,2,,2,
311,8,1,1,1,1,1,1,2,2,2,,2,
311,9,1,3,2,2,2,2,2,2,2,,2,
311,10,1,2,2,1,1,2,2,2,2,,2,
311,11,1,1,1,1,1,2,1,2,2,,2,
311,12,1,1,2,1,1,2,2,2,2,,2,
311,13,1,3,2,2,2,1,1,2,2,,2,
311,14,1,5,2,2,2,2,2,2,2,,2,
311,15,1,2,1,2,1,2,2,2,2,,2,
311,16,1,2,2,2,2,2,2,2,2,,2,
312,1,2,1,1,1,1,2,1,2,2,,2,
312,2,2,1,1,2,1,2,1,2,1,1,2,
312,3,2,1,1,2,1,2,2,2,2,,2,
312,4,2,1,2,1,1,2,2,2,2,,2,
312,5,2,1,1,1,1,1,1,1,1,3,2,
312,6,2,2,1,1,1,2,1,1,2,,2,
312,7,2,1,2,2,2,2,2,2,2,,2,
312,9,2,5,2,2,2,2,2,2,2,,2,
312,10,2,1,2,2,2,2,2,2,2,,2,
312,11,2,10,2,2,2,2,2,2,2,,2,
312,12,2,2,2,2,2,2,2,2,2,,2,
312,13,2,1,1,1,2,1,1,1,1,2,2,
313,1,1,1,2,2,2,2,2,2,2,,2,
313,2,1,1,2,2,2,2,1,2,2,,2,
313,5,1,1,2,2,1,2,2,2,2,,2,
313,6,1,2,2,2,2,2,2,2,2,,2,
313,7,1,2,1,1,1,1,1,2,2,,2,
313,8,1,1,2,2,2,2,2,2,2,,2,
313,9,1,1,2,2,2,2,2,2,2,,2,
313,11,1,1,2,2,2,2,2,2,2,,2,
313,12,1,1,2,2,1,2,2,2,2,,2,
313,13,1,2,1,2,1,1,1,1,2,,2,
313,14,1,2,2,2,2,2,2,2,2,,2,
314,1,2,1,2,2,1,2,2,2,2,,2,
314,2,2,1,2,1,1,2,2,2,2,,2,
314,3,2,1,2,2,1,2,2,2,2,,2,
314,4,2,1,1,2,2,2,2,2,2,,2,
314,5,2,1,2,2,2,2,2,2,2,,2,
314,6,2,2,2,2,2,2,2,2,2,,2,
314,7,2,2,2,2,1,2,1,2,1,2,2,
314,8,2,1,1,2,1,2,2,2,2,,2,
314,9,2,1,2,2,2,2,2,2,2,,2,
314,10,2,1,1,1,1,2,2,2,2,,2,
314,11,2,1,1,1,1,1,1,1,1,2,2,
314,12,2,2,2,2,2,2,2,2,2,,2,
315,2,1,2,2,1,2,2,1,2,2,,2,
315,3,1,13,2,2,2,2,2,2,2,,2,
315,4,1,4,2,2,2,2,2,2,2,,2,
315,5,1,2,2,2,2,2,2,2,2,,2,
315,6,1,3,2,2,2,2,2,2,2,,2,
315,7,1,1,1,1,1,1,1,1,1,98,1,98
315,9,1,1,1,1,2,1,2,1,1,1,2,
315,10,1,2,2,2,2,2,2,2,2,,2,
315,11,1,2,2,2,2,2,2,2,2,,2,
315,12,1,5,1,1,1,1,1,1,1,2,2,
316,1,2,3,1,1,1,1,1,2,2,,2,
316,2,2,1,1,1,1,2,2,2,2,,2,
316,3,2,1,1,1,1,1,1,1,1,2,1,2
316,4,2,7,2,2,2,2,2,2,2,,2,
316,5,2,1,1,2,2,2,1,2,2,,2,
316,6,2,2,1,1,1,2,2,2,2,,2,
316,7,2,3,1,2,1,2,2,2,2,,2,
316,8,2,2,1,1,1,1,1,2,2,,2,
316,9,2,26,1,2,2,2,2,2,2,,2,
316,10,2,8,1,2,2,2,1,1,1,2,2,
316,12,2,9,1,1,1,1,1,1,1,2,2,
316,13,2,1,1,2,2,2,2,2,2,,2,
317,1,1,1,2,2,1,2,2,2,2,,2,
317,2,1,1,2,2,2,2,2,2,2,,2,
317,3,1,1,1,1,1,1,2,2,2,,2,
317,4,1,1,2,2,2,2,2,2,2,,2,
317,5,1,1,2,2,2,2,2,2,2,,2,
317,6,1,3,2,2,2,2,2,2,2,,2,
317,7,1,1,1,2,1,2,1,2,2,,2,
317,8,1,2,1,2,1,2,2,2,2,,2,
317,9,1,9,2,1,1,2,2,2,2,,2,
317,10,1,1,2,1,1,2,2,2,2,,2,
317,11,1,2,2,2,2,2,2,2,2,,2,
317,12,1,2,2,2,2,2,2,2,2,,2,
318,1,2,1,2,2,1,1,2,2,2,,2,
318,2,2,1,2,2,1,2,2,2,2,,2,
318,3,2,1,1,1,1,2,1,2,2,,2,
318,4,2,6,2,2,1,2,2,2,2,,2,
318,5,2,1,2,2,1,1,2,2,2,,2,
318,6,2,1,2,2,1,2,2,2,2,,2,
318,7,2,2,1,1,1,1,1,2,1,3,2,
318,8,2,1,1,1,1,2,2,1,2,,2,
318,9,2,2,2,2,2,2,2,2,2,,2,
318,10,2,3,2,2,1,1,2,2,2,,2,
318,11,2,1,1,1,1,2,1,2,2,,2,
318,13,2,1,2,1,1,2,1,2,2,,2,
319,1,1,8,2,2,1,2,1,2,2,,2,
319,2,1,3,2,2,2,2,2,2,2,,2,
319,3,1,2,2,2,1,2,2,2,2,,2,
319,4,1,2,2,2,2,2,2,2,2,,2,
319,5,1,1,2,2,2,2,2,2,2,,2,
319,7,1,2,1,2,1,2,2,2,2,,2,
319,8,1,6,1,2,2,2,2,2,2,,2,
319,9,1,1,2,2,2,2,2,2,2,,2,
319,10,1,1,1,1,2,2,1,2,2,,2,
319,11,1,2,2,2,2,2,2,2,2,,2,
320,1,2,2,2,1,1,2,1,2,2,,2,
320,2,2,1,1,2,1,2,2,2,2,,2,
320,3,2,1,1,1,1,1,1,2,2,,2,
320,4,2,1,1,2,1,1,2,2,2,,2,
320,5,2,2,1,1,1,1,1,1,2,,2,
320,6,2,1,2,1,1,2,2,2,2,,2,
320,7,2,6,1,2,2,2,2,2,2,,2,
320,8,2,1,2,2,1,1,2,2,2,,2,
320,9,2,1,2,1,1,2,2,2,2,,2,
320,10,2,1,2,2,1,1,2,2,2,,2,
320,11,2,9,1,2,1,2,2,2,2,,2,
320,12,2,1,1,2,1,2,1,2,2,,2,
321,1,1,1,2,2,2,2,2,2,2,,2,
321,4,1,2,1,2,1,1,2,2,2,,2,
321,5,1,2,2,2,2,2,1,2,2,,2,
321,6,1,2,2,2,2,2,2,2,2,,2,
321,7,1,7,2,2,2,2,1,2,2,,2,
321,8,1,8,2,2,1,1,1,2,2,,2,
321,9,1,1,1,2,1,2,1,1,2,,2,
321,10,1,1,2,1,1,2,1,2,2,,2,
321,11,1,2,2,2,1,2,1,2,2,,2,
321,12,1,4,1,1,1,1,1,1,1,3,2,
322,1,2,11,2,2,2,2,2,2,2,,2,
322,2,2,2,2,2,2,2,2,2,2,,2,
322,3,2,1,2,2,1,2,2,2,2,,2,
322,4,2,1,1,2,1,2,2,2,2,,2,
322,6,2,2,2,1,1,2,2,2,2,,2,
322,7,2,1,2,1,1,1,2,2,2,,2,
322,8,2,9,2,2,2,2,2,2,2,,2,
322,9,2,1,2,2,2,2,2,2,2,,2,
322,10,2,1,2,2,2,2,2,2,2,,2,
322,11,2,2,2,2,2,2,2,2,2,,2,
322,12,2,2,2,1,1,2,2,2,2,,2,
322,13,2,1,1,2,2,2,2,2,1,1,2,
323,1,1,2,2,1,2,2,2,2,2,,2,
323,2,1,2,2,2,2,2,2,2,2,,2,
323,3,1,1,2,1,1,2,2,2,2,,2,
323,4,1,1,2,2,2,2,2,2,2,,2,
323,5,1,2,2,2,2,2,2,2,2,,2,
323,6,1,2,2,2,1,2,1,2,2,,2,
323,8,1,1,1,1,1,2,1,2,2,,2,
323,9,1,2,1,2,1,2,1,2,2,,2,
323,10,1,1,2,2,2,2,2,2,2,,2,
323,11,1,7,2,2,2,2,2,2,2,,2,
323,12,1,1,2,2,2,2,2,2,2,,2,
323,13,1,10,2,2,2,2,2,2,2,,2,
324,1,2,1,2,2,2,2,2,2,2,,2,
324,2,2,2,2,2,2,2,2,2,2,,2,
324,3,2,1,2,2,2,2,2,2,2,,2,
324,5,2,3,2,2,2,2,2,2,2,,2,
324,10,2,1,1,1,1,1,1,1,2,,2,
324,11,2,2,2,2,2,2,2,2,2,,2,
324,13,2,1,2,2,2,2,2,2,2,,2,
324,14,2,1,2,2,2,2,2,2,2,,2,
324,15,2,2,2,1,1,2,1,2,2,,2,
324,16,2,1,1,1,1,2,1,2,2,,2,
324,17,2,2,2,2,2,2,2,2,2,,2,
324,18,2,2,2,2,2,2,2,2,2,,2,
325,2,1,5,2,2,2,2,2,2,2,,2,
325,3,1,1,1,2,2,2,2,2,2,,2,
325,5,1,1,2,2,1,2,2,2,2,,2,
325,6,1,1,1,2,2,2,1,2,2,,2,
325,7,1,2,2,2,2,2,2,2,2,,2,
325,8,1,6,2,2,1,2,1,2,2,,2,
325,9,1,1,1,1,1,2,1,2,2,,2,
325,10,1,18,2,2,2,2,2,2,2,,2,
325,11,1,2,2,2,2,2,2,2,2,,2,
325,12,1,2,2,2,1,2,2,2,2,,2,
325,13,1,1,2,2,98,2,2,2,2,,2,
325,14,1,1,1,1,1,2,2,2,2,,2,
326,1,2,1,1,1,1,1,1,1,1,2,2,
326,2,2,1,2,2,1,2,2,1,2,,98,
326,3,2,1,2,2,2,2,2,2,2,,2,
326,4,2,2,2,2,2,2,2,2,2,,2,
326,5,2,5,2,1,1,2,2,2,2,,2,
326,6,2,1,2,2,2,1,1,2,2,,2,
326,10,2,8,2,2,2,2,2,2,2,,2,
326,12,2,1,2,2,1,2,2,98,1,1,2,
326,13,2,5,2,2,2,2,2,2,2,,2,
326,14,2,2,2,2,1,2,1,2,2,,2,
326,15,2,2,1,1,1,2,1,2,2,,2,
326,16,2,5,2,2,2,2,2,2,2,,2,
327,1,1,1,2,2,2,2,2,2,2,,2,
327,2,1,1,1,2,1,2,1,2,2,,2,
327,6,1,1,2,2,2,2,2,2,2,,2,
327,7,1,2,2,2,2,2,1,2,2,,2,
327,8,1,1,1,1,1,1,1,1,1,1,1,1
327,9,1,3,2,2,2,2,2,2,2,,2,
327,10,1,3,1,1,1,2,1,2,2,,2,
327,13,1,1,2,2,2,2,2,2,2,,2,
327,15,1,1,1,1,1,2,1,2,2,,2,
327,16,1,2,2,2,2,2,2,2,2,,2,
328,3,2,1,2,2,2,2,2,2,2,,2,
328,4,2,1,2,2,2,2,2,2,2,,2,
328,5,2,1,1,2,1,2,1,2,2,,2,
328,6,2,1,2,2,2,2,1,2,2,,2,
328,7,2,2,2,2,1,2,1,2,2,,2,
328,8,2,17,2,2,2,2,2,2,2,,2,
328,9,2,3,2,2,2,2,2,2,2,,2,
328,10,2,2,2,2,2,2,2,2,2,,2,
328,11,2,1,1,1,1,1,1,2,2,,2,
328,12,2,1,2,2,1,2,1,2,2,,2,
328,13,2,2,2,2,1,2,2,2,2,,2,
328,14,2,2,1,1,1,2,2,2,2,,2,
329,1,1,1,2,2,2,2,2,2,2,,2,
329,3,1,1,2,2,1,2,1,2,2,,2,
329,4,1,1,2,2,2,2,2,2,2,,2,
329,5,1,2,2,2,2,2,2,2,2,,2,
329,6,1,2,2,2,2,2,2,2,2,,2,
329,7,1,1,1,2,1,2,2,2,2,,2,
329,8,1,4,1,2,1,2,2,2,2,,2,
329,9,1,2,2,2,1,2,2,2,2,,2,
329,10,1,1,2,2,2,2,2,2,2,,2,
329,11,1,2,2,2,2,2,2,2,2,,2,
329,12,1,2,1,1,2,2,2,2,2,,2,
329,13,1,1,2,1,1,2,1,2,2,,2,
330,1,2,1,1,1,1,2,1,2,2,,2,
330,4,2,11,2,2,2,2,2,2,2,,2,
330,6,2,1,2,2,2,2,2,2,2,,2,
330,7,2,1,2,2,2,2,2,2,2,,2,
330,8,2,1,2,2,2,2,2,2,2,,2,
330,10,2,2,2,2,2,2,2,2,2,,2,
330,11,2,1,1,1,1,2,1,2,2,,2,
330,12,2,1,2,2,1,2,2,2,2,,1,2
330,13,2,2,1,1,1,1,1,1,1,3,2,
330,14,2,1,2,2,2,2,2,2,2,,2,
330,15,2,1,1,1,1,1,1,1,2,,2,
330,16,2,1,2,2,2,2,2,2,2,,2,
331,1,1,1,1,1,1,2,1,2,2,,2,
331,2,1,1,2,2,2,2,2,2,2,,2,
331,3,1,3,2,2,1,2,2,2,2,,2,
331,4,1,1,1,2,1,1,2,2,2,,2,
331,5,1,2,2,2,2,2,2,2,2,,2,
331,6,1,1,1,2,1,2,2,2,2,,2,
331,8,1,1,2,2,2,2,2,2,2,,2,
331,11,1,1,2,2,2,2,2,2,2,,2,
331,12,1,4,2,2,2,2,2,2,2,,2,
331,13,1,2,1,1,1,2,2,2,2,,2,
331,14,1,1,1,1,1,2,2,2,2,,2,
331,15,1,1,2,2,2,1,2,2,2,,2,
332,2,2,1,1,1,1,1,1,1,2,,2,
332,3,2,1,2,2,2,2,2,2,2,,2,
332,4,2,7,2,2,2,2,2,2,2,,2,
332,6,2,1,2,2,2,2,1,2,2,,2,
332,7,2,1,2,2,2,2,2,2,2,,2,
332,8,2,1,2,2,2,2,2,2,2,,2,
332,9,2,1,1,2,2,2,2,2,2,,2,
332,12,2,1,1,2,1,2,1,2,2,,2,
332,13,2,2,2,2,2,1,2,2,2,,2,
332,14,2,1,2,2,2,2,2,2,2,,2,
332,15,2,1,2,2,2,2,2,2,2,,2,
332,16,2,1,2,2,2,2,2,2,2,,2,
333,1,1,1,2,2,2,2,2,2,2,,2,
333,2,1,1,2,2,2,2,1,2,2,,2,
333,3,1,1,2,2,2,2,2,2,2,,2,
333,5,1,4,2,2,1,2,1,2,2,,2,
333,6,1,1,2,2,2,2,2,2,2,,2,
333,7,1,2,2,2,2,2,2,2,2,,2,
333,13,1,1,1,1,1,1,1,1,1,1,2,
333,14,1,2,1,1,1,1,1,2,2,,1,2
333,15,1,1,2,2,2,2,2,2,2,,2,
333,16,1,2,2,2,2,2,2,2,2,,2,
333,17,1,2,2,2,1,2,1,2,2,,2,
333,18,1,1,2,2,2,2,2,2,2,,2,
334,1,2,1,1,2,1,2,1,2,2,,2,
334,2,2,2,1,1,1,1,1,1,1,3,1,2
334,3,2,1,2,2,2,2,2,2,2,,2,
334,4,2,1,2,2,2,2,2,2,2,,2,
334,5,2,1,2,2,2,2,2,2,2,,2,
334,6,2,3,1,1,1,1,1,1,1,3,2,
334,7,2,1,2,2,1,1,2,2,2,,2,
334,8,2,1,2,2,2,2,1,2,2,,2,
334,10,2,1,2,2,2,2,2,2,2,,2,
334,12,2,3,2,2,2,2,2,2,2,,2,
334,13,2,4,1,1,1,1,1,2,2,,2,
334,14,2,1,2,2,2,2,2,2,2,,2,
335,1,1,1,1,2,2,2,2,2,2,,2,
335,2,1,1,1,1,1,2,1,2,2,,2,
335,3,1,18,2,2,1,2,1,2,2,,2,
335,4,1,13,2,2,2,2,2,2,2,,2,
335,5,1,2,2,2,1,2,1,2,2,,2,
335,6,1,2,2,2,98,2,2,2,2,,2,
335,7,1,1,1,1,1,2,2,2,2,,2,
335,8,1,1,1,1,1,2,2,2,2,,2,
335,9,1,1,2,2,1,2,2,2,2,,2,
335,10,1,1,1,1,1,1,1,2,2,,2,
335,11,1,3,1,1,1,2,2,2,2,,2,
335,12,1,1,2,2,2,2,2,2,2,,2,
336,2,2,1,1,1,1,2,2,2,1,2,2,
336,3,2,1,1,1,1,1,1,2,2,,2,
336,4,2,1,2,2,1,2,2,2,2,,2,
336,6,2,1,1,1,1,2,1,2,2,,2,
336,7,2,1,2,2,2,2,2,2,2,,2,
336,8,2,1,2,1,1,2,1,2,2,,2,
336,9,2,1,2,2,1,2,2,2,2,,2,
336,11,2,1,1,1,1,2,2,2,2,,2,
336,12,2,1,2,2,2,2,2,2,2,,2,
336,13,2,1,2,2,1,2,2,2,2,,2,
336,14,2,1,1,1,1,2,1,2,2,,2,
336,15,2,1,2,2,1,2,2,2,2,,2,
337,1,1,2,2,2,2,2,2,2,2,,2,
337,2,1,1,2,2,2,1,1,2,2,,2,
337,3,1,1,2,2,2,2,2,2,2,,2,
337,4,1,3,2,2,2,2,2,2,2,,2,
337,5,1,1,1,1,1,2,2,2,2,,2,
337,7,1,1,2,2,1,2,1,2,2,,2,
337,8,1,1,2,2,2,2,2,2,2,,2,
337,9,1,2,2,2,1,2,2,2,2,,2,
337,10,1,1,1,1,1,2,2,2,2,,2,
337,11,1,1,1,1,1,2,1,2,2,,2,
337,12,1,2,2,2,1,2,1,2,2,,2,
337,13,1,1,2,2,2,2,2,2,2,,2,
338,1,2,2,2,1,1,2,2,2,2,,2,
338,2,2,1,2,2,1,2,1,2,2,,2,
338,3,2,1,1,1,1,1,1,2,2,,2,
338,4,2,1,2,1,1,2,2,2,2,,2,
338,5,2,1,2,2,2,2,2,2,2,,2,
338,6,2,3,1,2,1,2,1,2,2,,2,
338,7,2,1,1,1,1,1,1,2,2,,2,
338,8,2,1,1,2,1,2,1,2,2,,2,
338,9,2,12,2,2,1,2,1,2,2,,2,
338,10,2,1,2,2,1,2,2,2,2,,2,
338,11,2,2,2,1,1,2,1,2,2,,2,
338,12,2,1,2,2,1,1,2,2,2,,2,
339,1,1,2,2,2,1,2,2,2,2,,2,
339,2,1,1,2,2,2,2,2,2,2,,2,
339,3,1,1,1,1,1,2,2,2,2,,2,
339,4,1,1,2,2,2,2,2,2,2,,2,
339,5,1,1,1,1,1,2,1,2,2,,2,
339,6,1,1,2,2,1,2,1,2,2,,2,
339,7,1,1,1,1,1,1,1,2,2,,2,
339,9,1,1,2,2,1,2,1,2,2,,2,
339,10,1,1,1,1,1,2,2,2,2,,2,
339,11,1,3,2,2,1,1,1,2,2,,2,
339,12,1,1,1,1,1,2,2,2,2,,2,
339,13,1,8,2,1,1,2,1,2,2,,2,
340,1,2,5,1,1,1,2,1,2,2,,2,
340,2,2,2,1,2,1,2,2,2,1,2,2,
340,3,2,1,2,2,1,1,1,2,2,,2,
340,4,2,1,1,1,1,2,2,2,2,,2,
340,5,2,1,2,2,1,2,2,1,2,,2,
340,6,2,2,2,2,1,1,1,2,2,,2,
340,7,2,1,1,1,1,2,2,1,2,,2,
340,8,2,1,1,1,1,2,1,2,2,,2,
340,9,2,1,1,1,1,2,1,2,2,,2,
340,10,2,2,2,1,2,2,2,2,2,,2,
340,11,2,4,2,2,2,2,2,2,2,,2,
340,12,2,4,1,2,2,2,2,2,2,,2,
341,1,1,19,2,2,2,2,2,2,2,,2,
341,2,1,1,2,2,2,2,2,2,2,,2,
341,3,1,1,1,1,1,2,2,2,2,,2,
341,4,1,1,1,2,2,1,2,1,2,,2,
341,5,1,1,1,1,1,1,1,1,1,1,1,1
341,6,1,1,2,2,2,2,98,2,98,,98,
341,7,1,1,2,2,2,2,2,2,2,,2,
341,8,1,2,1,1,1,1,1,1,1,1,1,1
341,9,1,9,2,2,2,2,2,2,2,,2,
341,10,1,1,2,2,2,2,2,2,2,,2,
341,11,1,2,2,2,2,2,2,2,2,,98,
341,12,1,1,2,2,2,2,2,2,2,,2,
342,1,2,2,2,1,1,2,2,2,2,,2,
342,3,2,6,2,2,2,2,2,2,2,,2,
342,4,2,1,1,1,1,2,1,1,2,,2,
342,5,2,1,2,2,1,2,2,2,2,,2,
342,6,2,8,1,1,1,1,1,1,1,2,1,1
342,7,2,2,1,2,1,2,2,2,2,,2,
342,8,2,2,2,2,1,1,2,2,1,1,2,
342,9,2,1,2,2,2,2,2,1,1,1,2,
342,10,2,1,2,2,1,2,1,2,2,,2,
342,11,2,1,2,1,1,2,1,2,2,,2,
342,12,2,1,1,2,2,2,2,2,2,,2,
342,13,2,1,1,2,1,2,1,2,2,,2,
343,1,1,1,2,2,2,2,2,2,2,,2,
343,2,1,1,2,2,2,2,2,2,2,,2,
343,3,1,1,2,2,2,2,2,2,2,,2,
343,4,1,19,2,2,2,2,2,2,2,,2,
343,6,1,2,2,2,2,2,2,2,2,,2,
343,7,1,1,2,2,2,2,2,2,2,,2,
343,8,1,9,2,2,2,2,2,2,2,,2,
343,9,1,2,2,2,2,2,2,2,2,,2,
343,10,1,3,2,2,2,2,2,2,2,,2,
343,11,1,5,2,2,2,2,2,2,2,,2,
343,12,1,2,2,2,2,2,2,2,2,,2,
343,13,1,9,2,2,2,2,2,2,2,,2,
344,1,2,2,2,2,2,2,2,2,2,,2,
344,2,2,2,2,2,1,1,2,2,2,,2,
344,3,2,2,2,2,2,2,2,2,2,,2,
344,4,2,1,1,1,1,2,2,2,2,,2,
344,5,2,1,1,1,1,2,1,2,2,,2,
344,6,2,5,2,2,2,2,2,2,2,,2,
344,7,2,2,1,1,1,1,1,1,1,1,1,98
344,8,2,1,2,2,2,2,2,2,2,,2,
344,9,2,1,2,1,1,2,2,2,2,,2,
344,10,2,1,1,1,2,2,2,2,2,,2,
344,11,2,1,1,1,1,2,2,2,2,,2,
344,12,2,3,1,1,1,2,2,2,2,,2,
345,1,1,12,2,2,2,2,2,2,2,,2,
345,2,1,2,2,2,2,2,2,2,2,,2,
345,3,1,1,2,2,2,2,2,2,2,,2,
345,4,1,13,2,2,2,2,2,2,2,,2,
345,5,1,8,1,2,1,2,1,2,2,,2,
345,6,1,11,2,2,2,2,2,2,2,,2,
345,7,1,8,2,2,2,2,2,2,2,,2,
345,8,1,17,2,2,2,2,2,2,2,,2,
345,9,1,1,2,2,2,2,2,2,2,,2,
345,10,1,1,2,2,2,2,2,2,2,,2,
345,11,1,8,2,2,2,2,2,2,2,,2,
345,12,1,1,2,2,2,2,2,2,2,,2,
346,1,1,11,2,2,2,2,2,2,2,,2,
346,2,1,1,2,2,2,2,2,2,2,,2,
346,3,1,4,2,1,1,2,2,2,2,,2,
346,4,1,16,2,2,2,2,2,2,2,,2,
346,5,1,1,2,2,2,2,2,2,2,,2,
346,6,1,1,2,2,2,2,2,2,2,,2,
346,7,1,11,2,2,2,2,2,2,2,,2,
346,8,1,1,2,2,2,2,2,2,2,,2,
346,9,1,1,2,2,2,2,2,2,2,,2,
346,10,1,7,1,1,1,2,2,2,2,,2,
346,11,1,10,2,2,2,2,2,2,2,,2,
346,12,1,7,2,2,2,2,2,2,2,,2,
347,1,2,4,2,2,1,2,1,2,2,,2,
347,2,2,1,2,2,2,2,2,2,2,,2,
347,3,2,1,1,2,2,2,2,2,2,,2,
347,4,2,5,1,1,1,1,1,1,2,,2,
347,6,2,1,2,1,1,2,2,2,2,,2,
347,7,2,1,2,1,2,2,2,2,2,,2,
347,8,2,6,2,1,2,2,2,2,2,,2,
347,9,2,4,2,1,1,2,2,2,2,,2,
347,10,2,1,2,2,2,2,2,2,2,,2,
347,11,2,2,2,2,1,2,2,2,2,,2,
347,12,2,1,1,1,1,2,1,2,2,,2,
347,13,2,2,1,1,1,2,2,2,2,,2,
348,1,1,2,2,1,1,2,2,2,2,,2,
348,2,1,1,2,1,1,2,2,2,2,,2,
348,3,1,2,2,1,1,2,2,2,2,,2,
348,4,1,5,2,2,2,2,2,2,2,,2,
348,5,1,2,1,1,1,2,1,2,2,,2,
348,6,1,8,1,1,1,1,1,2,2,,2,
348,7,1,2,2,2,2,2,2,2,2,,2,
348,8,1,1,1,1,1,2,2,2,2,,2,
348,9,1,2,1,2,1,2,2,2,2,,2,
348,10,1,12,2,2,1,2,2,2,2,,2,
348,11,1,23,2,2,2,2,2,2,2,,2,
348,12,1,1,2,2,2,2,2,2,2,,2,
349,1,2,1,2,2,1,2,2,2,2,,2,
349,2,2,4,1,1,1,2,1,2,2,,2,
349,3,2,1,2,2,1,1,1,1,1,1,2,
349,5,2,1,2,98,98,2,2,2,2,,2,
349,6,2,8,2,2,2,2,2,2,2,,2,
349,7,2,8,2,2,2,2,2,2,2,,2,
349,8,2,1,2,2,2,2,2,2,2,,2,
349,9,2,1,2,1,1,2,1,2,2,,2,
349,10,2,2,2,2,2,2,2,2,2,,2,
349,11,2,2,2,2,1,2,1,2,2,,2,
349,12,2,1,98,98,2,2,2,2,2,,2,
349,13,2,7,2,2,2,2,2,2,2,,2,
350,1,1,6,2,1,1,2,2,2,2,,2,
350,2,1,9,2,2,2,2,2,2,2,,2,
350,3,1,16,2,2,2,2,2,2,2,,2,
350,4,1,18,1,1,1,2,2,2,2,,2,
350,5,1,12,2,2,1,2,2,2,2,,2,
350,6,1,2,1,1,1,1,1,1,2,,2,
350,7,1,10,1,1,1,1,1,1,1,1,2,
350,8,1,1,2,1,1,2,2,2,2,,2,
350,9,1,1,2,1,1,2,2,2,2,,2,
350,10,1,1,2,1,1,2,2,2,2,,2,
350,11,1,3,2,1,1,2,2,2,2,,2,
350,12,1,1,1,1,1,2,1,1,2,,2,
351,1,2,5,1,1,1,2,1,2,2,,2,
351,2,2,1,2,2,2,2,2,2,2,,2,
351,3,2,1,2,2,2,2,2,2,2,,2,
351,4,2,1,1,1,1,2,2,2,2,,2,
351,5,2,1,2,2,2,2,2,2,2,,2,
351,6,2,2,1,1,1,1,1,1,1,2,2,
351,7,2,1,1,1,1,1,2,2,2,,2,
351,8,2,1,1,1,2,2,2,2,2,,2,
351,9,2,2,1,1,1,1,2,2,2,,2,
351,10,2,5,1,1,1,2,1,2,1,2,2,
